motif_id	motif_name	tf_class	region_type	n_hits	n_genes	mean_score	mean_dist
MA0865.3	E2F8	E2F	downstream	10594	10594		38997.5492731735
MA0154.5	EBF1	Early B-Cell Factor-related factors	downstream	13454	13454		39920.0832466181
MA1604.2	Ebf2	Early B-Cell Factor-related factors	downstream	15062	15062		39957.7897357589
MA1637.2	EBF3	Early B-Cell Factor-related factors	downstream	15041	15041		40130.4378033375
MA0162.5	EGR1	Three-zinc finger Kruppel-related	downstream	17614	17614		40273.4297149994
MA0732.2	EGR3	Three-zinc finger Kruppel-related	downstream	17232	17232		40636.8008936862
MA0733.2	EGR4	Three-zinc finger Kruppel-related	downstream	17583	17583		40548.1041915487
MA0598.4	EHF	Ets-related	downstream	16031	16031		39920.8552180151
MA0473.4	ELF1	Ets-related	downstream	17286	17286		39730.407960199
MA1483.3	ELF2	Ets-related	downstream	12750	12750		39798.4991372549
MA0640.3	ELF3	Ets-related	downstream	16151	16151		39731.6196520339
MA0136.4	Elf5	Ets-related	downstream	17317	17317		40085.4389328406
MA0028.3	ELK1	Ets-related	downstream	11380	11380		38562.2118629174
MA0800.2	EOMES	TBrain-related factors	downstream	14486	14486		40627.6423443325
MA1708.2	ETV7	Ets-related	downstream	14359	14359		39194.5327669058
MA1495.2	HOXA1	HOX	downstream	24221	24221		40317.5571198547
MA1932.2	ELK1::HOXB13	Ets-related	downstream	11984	11984		39960.4994158879
MA0779.2	PAX1	Paired domain only	downstream	14216	14216		40398.9802335397
MA0014.4	PAX5	Paired domain only	downstream	14006	14006		39771.3316435813
MA0781.2	PAX9	Paired domain only	downstream	14811	14811		40044.684221187
MA0686.2	SPDEF	Ets-related	downstream	11042	11042		39159.6973374389
MA1933.2	ELK1::SREBF2	Ets-related	downstream	12845	12845		40373.2995718178
MA0828.3	SREBF2	bHLH-ZIP	downstream	7856	7856		39664.3827647658
MA0843.2	TEF	CEBP-related	downstream	6953	6953		39934.10081979
MA0759.3	ELK3	Ets-related	downstream	11676	11676		38780.0011990408
MA0076.3	ELK4	Ets-related	downstream	13938	13938		39287.4959104606
MA0612.3	EMX1	NK	downstream	24221	24221		40317.5571198547
MA0886.2	EMX2	NK	downstream	24221	24221		40317.5571198547
MA0027.3	EN1	NK	downstream	24221	24221		40317.5571198547
MA0642.3	EN2	NK	downstream	17445	17445		39840.2887933505
MA0760.2	ERF	Ets-related	downstream	13116	13116		39970.4414455627
MA1934.2	ERF::FIGLA	Ets-related	downstream	15783	15783		40431.6847240702
MA0820.2	FIGLA	Tal-related	downstream	24143	24143		40223.5569730357
MA1935.2	ERF::FOXI1	Ets-related	downstream	20236	20236		40134.5298972129
MA1936.2	ERF::FOXO1	Ets-related	downstream	20467	20467		40348.9152782528
MA0480.3	Foxo1	FOX	downstream	22354	22354		40309.1913751454
MA1937.2	ERF::HOXB13	Ets-related	downstream	14219	14219		39884.5901258879
MA0058.4	MAX	bHLH-ZIP	downstream	16096	16096		40354.738444334
MA1938.2	ERF::NHLH1	Ets-related	downstream	15028	15028		39985.8278546713
MA0048.3	NHLH1	Tal-related	downstream	17543	17543		39901.4315681468
MA1939.2	ERF::SREBF2	Ets-related	downstream	11530	11530		39932.926452732
MA0474.4	Erg	Ets-related	downstream	18596	18596		39938.6920843192
MA0112.4	ESR1	Steroid hormone receptors (NR3)	downstream	10628	10628		40127.2062476477
MA0592.4	ESRRA	Steroid hormone receptors (NR3)	downstream	13574	13574		40382.5063356417
MA0141.4	ESRRB	Steroid hormone receptors (NR3)	downstream	13174	13174		40083.5180658874
MA0643.2	Esrrg	Steroid hormone receptors (NR3)	downstream	12471	12471		39750.6666666667
MA0644.3	ESX1	Paired-related HD factors	downstream	17447	17447		39910.8429529432
MA0098.4	ETS1	Ets-related	downstream	14338	14338		39587.8273817827
MA1484.2	ETS2	Ets-related	downstream	13733	13733		39226.7881744703
MA0761.3	ETV1	Ets-related	downstream	17291	17291		39996.5319530392
MA0762.2	ETV2	Ets-related	downstream	15509	15509		39799.9749177897
MA1940.2	ETV2::DRGX	Ets-related	downstream	12400	12400		39540.2175806452
MA1941.2	ETV2::FIGLA	Ets-related	downstream	16456	16456		40255.409577054
MA1942.2	ETV2::FOXI1	Ets-related	downstream	19508	19508		40106.7195509535
MA1943.2	ETV2::HOXB13	Ets-related	downstream	12432	12432		40594.1326415701
MA0763.2	ETV3	Ets-related	downstream	11570	11570		39200.1487467589
MA0764.4	ETV4	Ets-related	downstream	12163	12163		38928.191400148
MA0765.4	ETV5	Ets-related	downstream	11653	11653		38882.210932807
MA1944.2	ETV5::DRGX	Ets-related	downstream	13367	13367		40411.4936784619
MA1945.2	ETV5::FIGLA	Ets-related	downstream	16888	16888		39985.2344860256
MA1946.2	ETV5::FOXI1	Ets-related	downstream	17947	17947		40288.8063186048
MA1947.2	ETV5::FOXO1	Ets-related	downstream	16701	16701		40458.3785402072
MA1948.2	ETV5::HOXA2	Ets-related	downstream	11146	11146		39930.9529876189
MA0900.3	HOXA2	HOX	downstream	24221	24221		40317.5571198547
MA0645.2	ETV6	Ets-related	downstream	13698	13698		39246.671411885
MA0887.2	EVX1	HOX	downstream	24221	24221		40317.5571198547
MA0888.2	EVX2	HOX	downstream	24221	24221		40317.5571198547
MA0156.4	FEV	Ets-related	downstream	11641	11641		38785.6275234086
MA0475.3	FLI1	Ets-related	downstream	14193	14193		39646.8483055027
MA1949.2	FLI1::DRGX	Paired-related HD factors	downstream	12428	12428		39434.2159639524
MA1950.2	FLI1::FOXI1	Ets-related	downstream	18635	18635		40183.3004561309
MA0476.2	FOS	Fos-related	downstream	11213	11213		40493.0059752074
MA1951.2	FOS	Fos-related	downstream	12265	12265		40027.3470852018
MA0099.4	FOS::JUN	Fos-related	downstream	11570	11570		40089.3746758859
MA1126.2	FOS::JUN	Fos-related	downstream	12389	12389		40542.4834127048
MA1134.2	FOS::JUNB	Fos-related	downstream	10009	10009		39997.3554800679
MA1140.3	JUNB	Jun-related	downstream	10015	10015		40003.2577134299
MA0490.3	JUNB	Jun-related	downstream	10410	10410		40527.697790586
MA1141.2	FOS::JUND	Fos-related	downstream	12442	12442		40295.1967529336
MA0492.2	JUND	Jun-related	downstream	14406	14406		40256.2317784257
MA0491.3	JUND	Jun-related	downstream	9939	9939		40522.3808230204
MA1135.2	FOSB::JUNB	Fos-related	downstream	9718	9718		40365.7980037045
MA0477.3	FOSL1	Fos-related	downstream	11120	11120		40283.360881295
MA1128.2	FOSL1::JUN	Fos-related	downstream	12785	12785		40323.6472428627
MA1137.2	FOSL1::JUNB	Fos-related	downstream	11146	11146		40124.8599497578
MA1142.2	FOSL1::JUND	Fos-related	downstream	11907	11907		40258.7026958932
MA1143.2	FOSL1::JUND	Fos-related	downstream	12653	12653		40148.3005611318
MA0478.2	FOSL2	Fos-related	downstream	10777	10777		40061.5411524543
MA1130.2	FOSL2::JUN	Fos-related	downstream	10538	10538		40001.012241412
MA1131.2	FOSL2::JUN	Fos-related	downstream	12936	12936		40347.7408781694
MA1138.2	FOSL2::JUNB	Fos-related	downstream	9956	9956		40542.6396143029
MA1139.2	FOSL2::JUNB	Fos-related	downstream	9126	9126		41025.3504273504
MA1144.2	FOSL2::JUND	Fos-related	downstream	10009	10009		39997.3554800679
MA1145.2	FOSL2::JUND	Fos-related	downstream	12887	12887		40437.9127803213
MA0148.5	FOXA1	FOX	downstream	12981	12981		39736.5271550728
MA0047.4	FOXA2	FOX	downstream	14592	14592		40551.9038514254
MA1683.2	FOXA3	FOX	downstream	22354	22354		40309.1913751454
MA0846.2	FOXC2	FOX	downstream	22034	22034		40384.2335935373
MA0031.2	FOXD1	FOX	downstream	22354	22354		40309.1913751454
MA0847.4	FOXD2	FOX	downstream	21716	21716		40537.3181525143
MA0041.3	FOXD3	FOX	downstream	23178	23178		40549.2925187678
MA1487.3	FOXE1	FOX	downstream	22343	22343		40494.9903325426
MA1606.2	Foxf1	FOX	downstream	22354	22354		40309.1913751454
MA0030.2	FOXF2	FOX	downstream	18794	18794		39609.4513142492
MA0479.2	FOXH1	FOX	downstream	17625	17625		40540.5375886525
MA1952.2	FOXJ2::ELF1	FOX	downstream	20571	20571		40150.8271352875
MA0682.3	PITX1	Paired-related HD factors	downstream	23446	23446		40260.2645653843
MA0851.2	Foxj3	FOX	downstream	19737	19737		40258.8438972488
MA0852.3	FOXK1	FOX	downstream	22354	22354		40309.1913751454
MA1103.3	FOXK2	FOX	downstream	22354	22354		40309.1913751454
MA1607.2	Foxl2	FOX	downstream	18270	18270		40479.486863711
MA1953.2	FOXO1::ELF1	FOX	downstream	19100	19100		40285.7612041885
MA1954.2	FOXO1::ELK1	FOX	downstream	19188	19188		40121.3154575777
MA1955.2	FOXO1::ELK3	FOX	downstream	18973	18973		40044.2338586412
MA1956.2	FOXO1::FLI1	FOX	downstream	20087	20087		40661.3798974461
MA0157.4	Foxo3	FOX	downstream	22354	22354		40309.1913751454
MA0481.4	FOXP1	FOX	downstream	22354	22354		40309.1913751454
MA0593.2	FOXP2	FOX	downstream	20308	20308		40350.6324108726
MA0040.2	Foxq1	FOX	downstream	18537	18537		40109.350218482
MA0062.4	GABPA	Ets-related	downstream	18547	18547		40000.6176740174
MA0035.5	GATA1	C4-GATA-related	downstream	15855	15855		40025.8987701041
MA0140.3	GATA1::TAL1	C4-GATA-related	downstream	15155	15155		40576.9657538766
MA0036.4	GATA2	C4-GATA-related	downstream	18850	18850		40276.8400530504
MA0037.5	Gata3	C4-GATA-related	downstream	14477	14477		40002.1098984596
MA0482.3	GATA4	C4-GATA-related	downstream	13779	13779		40019.7804630234
MA0766.3	GATA5	C4-GATA-related	downstream	11794	11794		39466.5510429032
MA1104.3	GATA6	C4-GATA-related	downstream	11350	11350		39037.0748017621
MA0889.2	GBX1	HOX	downstream	17447	17447		39910.8429529432
MA0890.2	GBX2	HOX	downstream	24221	24221		40317.5571198547
MA0646.2	GCM1	GCM	downstream	10844	10844		39063.7167097012
MA0143.5	SOX2	SOX-related factors	downstream	20770	20770		40245.5829080404
MA0767.2	GCM2	GCM	downstream	8259	8259		40816.3052427655
MA0038.3	GFI1	More than 3 adjacent zinc fingers	downstream	16969	16969		40316.518298073
MA0483.2	Gfi1B	More than 3 adjacent zinc fingers	downstream	16673	16673		40800.2925088466
MA1990.2	Gli1	More than 3 adjacent zinc fingers	downstream	20213	20213		40525.5102656706
MA0734.4	Gli2	More than 3 adjacent zinc fingers	downstream	18602	18602		40782.7681969681
MA1491.3	GLI3	More than 3 adjacent zinc fingers	downstream	18482	18482		40656.2764852289
MA0735.2	GLIS1	More than 3 adjacent zinc fingers	downstream	12466	12466		39813.0769292476
MA0615.2	Gmeb1	GMEB	downstream	11725	11725		40172.1543710021
MA0647.2	GRHL1	Grainyhead-related factors	downstream	10851	10851		40628.4604183946
MA1105.3	GRHL2	Grainyhead-related factors	downstream	13059	13059		40452.3816525002
MA0648.2	GSC	Paired-related HD factors	downstream	23446	23446		40260.2645653843
MA0891.2	GSC2	Paired-related HD factors	downstream	23446	23446		40260.2645653843
MA0892.2	GSX1	HOX	downstream	24221	24221		40317.5571198547
MA0893.3	GSX2	HOX	downstream	18581	18581		40174.1406275227
MA0092.2	Hand1::Tcf3	Tal-related	downstream	14422	14422		40322.6828456525
MA0522.4	TCF3	E2A	downstream	14732	14732		39886.0686939995
MA1638.2	HAND2	Tal-related	downstream	24798	24798		40392.3482135656
MA1099.3	HES1	Hairy-related factors	downstream	10175	10175		40378.2497297297
MA0616.3	HES2	Hairy-related factors	downstream	9570	9570		40710.7616509927
MA0894.2	HESX1	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0649.2	HEY2	Hairy-related factors	downstream	9895	9895		41308.6808489136
MA0739.2	Hic1	Factors with multiple dispersed zinc fingers	downstream	15930	15930		40458.6102322662
MA0738.2	HIC2	Factors with multiple dispersed zinc fingers	downstream	22840	22840		40245.4422942207
MA1106.2	HIF1A	PAS domain factors	downstream	19384	19384		40630.3045295089
MA0131.3	HINFP	Factors with multiple dispersed zinc fingers	downstream	11106	11106		39228.4123896993
MA0043.4	HLF	CEBP-related	downstream	12037	12037		40185.9396859683
MA0895.2	HMBOX1	POU domain factors	downstream	19722	19722		40517.4259709969
MA0896.2	Hmx1	NK	downstream	13495	13495		40603.7818451278
MA0897.2	Hmx2	NK	downstream	17179	17179		40353.9409744455
MA0898.2	Hmx3	NK	downstream	12898	12898		40461.5174445651
MA1991.2	Hnf1A	POU domain factors	downstream	17310	17310		40412.7448295783
MA0046.3	HNF1A	POU domain factors	downstream	13299	13299		40442.9101436198
MA1494.2	HNF4A	RXR-related receptors (NR2)	downstream	14810	14810		39595.1786630655
MA0114.5	HNF4A	RXR-related receptors (NR2)	downstream	16938	16938		40399.5284567245
MA0484.3	HNF4G	RXR-related receptors (NR2)	downstream	17656	17656		40554.6943815134
MA0899.2	HOXA10	HOX	downstream	17434	17434		39919.2060915453
MA0911.2	Hoxa11	HOX	downstream	10390	10390		39581.5904716073
MA1496.2	HOXA4	HOX	downstream	20621	20621		40304.473788856
MA1497.2	HOXA6	HOX	downstream	18581	18581		40174.1406275227
MA1498.3	HOXA7	HOX	downstream	24957	24957		40396.601594743
MA0594.3	HOXA9	HOX	downstream	7475	7475		39031.4026755853
MA0902.3	HOXB2	HOX	downstream	24221	24221		40317.5571198547
MA1566.3	TBX3	TBX2-related factors	downstream	13333	13333		40921.9374484362
MA0903.2	HOXB3	HOX	downstream	24221	24221		40317.5571198547
MA1499.2	HOXB4	HOX	downstream	24981	24981		40415.6592610384
MA0904.3	HOXB5	HOX	downstream	24221	24221		40317.5571198547
MA1500.2	HOXB6	HOX	downstream	18581	18581		40174.1406275227
MA1501.2	HOXB7	HOX	downstream	18581	18581		40174.1406275227
MA1502.2	HOXB8	HOX	downstream	18581	18581		40174.1406275227
MA1503.2	HOXB9	HOX	downstream	10481	10481		39473.3462455873
MA0905.2	HOXC10	HOX	downstream	11551	11551		39757.6875595187
MA0651.3	HOXC11	HOX	downstream	9470	9470		40045.3418162619
MA0906.2	HOXC12	HOX	downstream	10306	10306		39640.3211721327
MA0907.2	HOXC13	HOX	downstream	10242	10242		40698.5040031244
MA1504.2	HOXC4	HOX	downstream	24618	24618		40293.6821025266
MA1505.2	HOXC8	HOX	downstream	24221	24221		40317.5571198547
MA0485.3	HOXC9	HOX	downstream	10449	10449		39501.7211216384
MA1506.2	HOXD10	HOX	downstream	10049	10049		39837.4389491492
MA0908.2	HOXD11	HOX	downstream	10450	10450		39327.9062200957
MA0873.2	HOXD12	HOX	downstream	9895	9895		39914.8559878727
MA1958.2	HOXD12::ELK1	HOX	downstream	14760	14760		39800.4770325203
MA0909.4	Hoxd13	HOX	downstream	24197	24197		40396.0331032773
MA1507.2	HOXD4	HOX	downstream	24221	24221		40317.5571198547
MA0910.3	HOXD8	HOX	downstream	18082	18082		39989.2379161597
MA0913.3	HOXD9	HOX	downstream	15179	15179		39911.2612820344
MA1508.2	IKZF1	Factors with multiple dispersed zinc fingers	downstream	19262	19262		40071.3471082961
MA1992.2	Ikzf3	Three-zinc finger Kruppel-related	downstream	16727	16727		39713.4367788605
MA0050.4	Irf1	Interferon-regulatory factors	downstream	22012	22012		40212.5160367073
MA0051.2	IRF2	Interferon-regulatory factors	downstream	18769	18769		40301.4762640524
MA1418.2	IRF3	Interferon-regulatory factors	downstream	20992	20992		40540.5026200457
MA1419.2	IRF4	Interferon-regulatory factors	downstream	16316	16316		40125.1223339054
MA0772.2	IRF7	Interferon-regulatory factors	downstream	20013	20013		40693.6111027832
MA0652.2	IRF8	Interferon-regulatory factors	downstream	16311	16311		40688.4553368892
MA1608.2	Isl1	HD-LIM	downstream	13494	13494		40083.7632281014
MA0914.2	ISL2	HD-LIM	downstream	24592	24592		40381.6459417697
MA0654.2	ISX	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0656.2	JDP2	Fos-related	downstream	11451	11451		40338.3741157978
MA1132.2	JUN::JUNB	Jun-related	downstream	9675	9675		40263.8866149871
MA1133.2	JUN::JUNB	Jun-related	downstream	12231	12231		39709.9350829859
MA0493.3	KLF1	Three-zinc finger Kruppel-related	downstream	19802	19802		40360.2079082921
MA1512.2	KLF11	Three-zinc finger Kruppel-related	downstream	18565	18565		40416.920010773
MA0657.2	KLF13	Three-zinc finger Kruppel-related	downstream	13726	13726		39828.2432609646
MA1513.2	KLF15	Three-zinc finger Kruppel-related	downstream	12289	12289		39475.1163642282
MA1514.2	KLF17	Three-zinc finger Kruppel-related	downstream	18689	18689		40692.8814810851
MA1515.2	KLF2	Three-zinc finger Kruppel-related	downstream	18009	18009		40205.649786218
MA1516.2	KLF3	Three-zinc finger Kruppel-related	downstream	14891	14891		40252.8078033712
MA0039.5	KLF4	Three-zinc finger Kruppel-related	downstream	20181	20181		40389.1822010802
MA1517.2	KLF6	Three-zinc finger Kruppel-related	downstream	18367	18367		40268.3376708227
MA1959.2	KLF7	Three-zinc finger Kruppel-related	downstream	18195	18195		40104.4170376477
MA1107.3	KLF9	Three-zinc finger Kruppel-related	downstream	22207	22207		40746.0494888999
MA0618.2	LBX1	NK	downstream	17447	17447		39910.8429529432
MA0699.2	LBX2	NK	downstream	24221	24221		40317.5571198547
MA0768.3	Lef1	TCF-7-related factors	downstream	14107	14107		40777.9924151131
MA1518.3	Lhx1	HD-LIM	downstream	5778	5778		40515.6548978885
MA0700.3	LHX2	HD-LIM	downstream	24957	24957		40396.601594743
MA0135.2	Lhx3	HD-LIM	downstream	16460	16460		40065.4341433779
MA0704.2	Lhx4	HD-LIM	downstream	24221	24221		40317.5571198547
MA1519.2	LHX5	HD-LIM	downstream	18581	18581		40174.1406275227
MA0658.2	LHX6	HD-LIM	downstream	2446	2446		41511.9035159444
MA0705.2	Lhx8	HD-LIM	downstream	24221	24221		40317.5571198547
MA0701.3	LHX9	HD-LIM	downstream	17447	17447		39910.8429529432
MA0702.3	LMX1A	HD-LIM	downstream	22280	22280		40268.4337522442
MA0703.3	LMX1B	HD-LIM	downstream	11259	11259		40115.8142819078
MA1520.2	MAF	Maf-related	downstream	10920	10920		40276.1915750916
MA0501.2	MAF::NFE2	Maf-related	downstream	14113	14113		40927.9727201871
MA0841.2	NFE2	Jun-related	downstream	9180	9180		39860.4091503268
MA1521.2	MAFA	Maf-related	downstream	11390	11390		40101.6398595259
MA0117.3	Mafb	Maf-related	downstream	16050	16050		40064.2619937695
MA0495.4	MAFF	Maf-related	downstream	16632	16632		40324.9739057239
MA0659.4	Mafg	Maf-related	downstream	13619	13619		40081.7884573023
MA0089.3	MAFG::NFE2L1	Maf-related	downstream	13785	13785		40848.3104098658
MA0059.2	MAX::MYC	bHLH-ZIP	downstream	14338	14338		40701.206304924
MA0147.4	MYC	bHLH-ZIP	downstream	11644	11644		40721.8764170388
MA1522.2	MAZ	More than 3 adjacent zinc fingers	downstream	17986	17986		40187.7454130991
MA0029.2	Mecom	Factors with multiple dispersed zinc fingers	downstream	17252	17252		39796.5538488291
MA0052.5	MEF2A	Regulators of differentiation	downstream	18599	18599		40350.5258347223
MA0497.2	MEF2C	Regulators of differentiation	downstream	19648	19648		40094.7949409609
MA0498.3	MEIS1	TALE-type homeo domain factors	downstream	25328	25328		40422.802511055
MA1639.2	MEIS1	TALE-type homeo domain factors	downstream	13643	13643		40804.4417650077
MA1640.2	MEIS2	TALE-type homeo domain factors	downstream	14878	14878		40568.2958058879
MA0775.2	MEIS3	TALE-type homeo domain factors	downstream	19940	19940		40341.4801404213
MA0661.2	MEOX1	HOX	downstream	17447	17447		39910.8429529432
MA0706.2	MEOX2	HOX	downstream	18581	18581		40174.1406275227
MA1960.2	MGA::EVX1	TBX6-related factors	downstream	14020	14020		40334.2512125535
MA0620.4	MITF	bHLH-ZIP	downstream	9063	9063		40070.739490235
MA0621.2	mix-a	Paired-related HD factors	downstream	22280	22280		40268.4337522442
MA0662.2	MIXL1	Paired-related HD factors	downstream	24221	24221		40317.5571198547
MA0622.2	Mlxip	bHLH-ZIP	downstream	16096	16096		40354.738444334
MA0664.2	MLXIPL	bHLH-ZIP	downstream	10038	10038		40219.6079896394
MA0825.2	MNT	bHLH-ZIP	downstream	16096	16096		40354.738444334
MA0707.3	MNX1	HOX	downstream	24221	24221		40317.5571198547
MA1523.2	MSANTD3	Myb/SANT domain factors	downstream	16970	16970		40505.6044784915
MA1524.3	Msgn1	Tal-related	downstream	18987	18987		40613.3660399221
MA0666.3	MSX1	NK	downstream	24957	24957		40396.601594743
